l_english:

TEMPLATE_LIST:0 "TEMPLATE_LIST"
TEMPLATE_LIST_PLANET_NAME_CENOTE_02:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_02"
TEMPLATE_LIST_PLANET_NAME_CENOTE_03:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_03"
TEMPLATE_LIST_PLANET_NAME_CENOTE_04:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_04"
TEMPLATE_LIST_PLANET_NAME_CENOTE_05:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_05"
TEMPLATE_LIST_PLANET_NAME_CENOTE_06:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_06"
TEMPLATE_LIST_PLANET_NAME_CENOTE_07:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_07"
TEMPLATE_LIST_PLANET_NAME_CENOTE_08:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_08"
TEMPLATE_LIST_PLANET_NAME_CENOTE_09:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_09"
TEMPLATE_LIST_PLANET_NAME_CENOTE_10:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_10"
TEMPLATE_LIST_PLANET_NAME_CENOTE_11:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_11"
TEMPLATE_LIST_PLANET_NAME_CENOTE_12:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_12"
TEMPLATE_LIST_PLANET_NAME_CENOTE_13:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_13"
TEMPLATE_LIST_PLANET_NAME_CENOTE_14:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_14"
TEMPLATE_LIST_PLANET_NAME_CENOTE_15:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_15"
TEMPLATE_LIST_PLANET_NAME_CENOTE_16:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_16"
TEMPLATE_LIST_PLANET_NAME_CENOTE_17:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_17"
TEMPLATE_LIST_PLANET_NAME_CENOTE_18:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_18"
TEMPLATE_LIST_PLANET_NAME_CENOTE_19:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_19"
TEMPLATE_LIST_PLANET_NAME_CENOTE_20:0 "TEMPLATE_LIST_PLANET_NAME_CENOTE_20"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_01:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_01"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_02:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_02"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_03:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_03"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_04:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_04"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_05:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_05"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_06:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_06"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_07:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_07"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_08:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_08"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_09:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_09"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_10:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_10"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_11:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_11"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_12:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_12"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_13:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_13"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_14:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_14"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_15:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_15"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_16:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_16"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_17:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_17"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_18:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_18"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_19:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_19"
TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_20:0 "TEMPLATE_LIST_PLANET_NAME_CHTHONIAN_20"
TEMPLATE_LIST_PLANET_NAME_CITY_01:0 "TEMPLATE_LIST_PLANET_NAME_CITY_01"
TEMPLATE_LIST_PLANET_NAME_CITY_02:0 "TEMPLATE_LIST_PLANET_NAME_CITY_02"
TEMPLATE_LIST_PLANET_NAME_CITY_03:0 "TEMPLATE_LIST_PLANET_NAME_CITY_03"
TEMPLATE_LIST_PLANET_NAME_CITY_04:0 "TEMPLATE_LIST_PLANET_NAME_CITY_04"
TEMPLATE_LIST_PLANET_NAME_CITY_05:0 "TEMPLATE_LIST_PLANET_NAME_CITY_05"
TEMPLATE_LIST_PLANET_NAME_CITY_06:0 "TEMPLATE_LIST_PLANET_NAME_CITY_06"
TEMPLATE_LIST_PLANET_NAME_CITY_07:0 "TEMPLATE_LIST_PLANET_NAME_CITY_07"
TEMPLATE_LIST_PLANET_NAME_CITY_08:0 "TEMPLATE_LIST_PLANET_NAME_CITY_08"
TEMPLATE_LIST_PLANET_NAME_CITY_09:0 "TEMPLATE_LIST_PLANET_NAME_CITY_09"
TEMPLATE_LIST_PLANET_NAME_CITY_10:0 "TEMPLATE_LIST_PLANET_NAME_CITY_10"
TEMPLATE_LIST_PLANET_NAME_CITY_11:0 "TEMPLATE_LIST_PLANET_NAME_CITY_11"
TEMPLATE_LIST_PLANET_NAME_CITY_12:0 "TEMPLATE_LIST_PLANET_NAME_CITY_12"
TEMPLATE_LIST_PLANET_NAME_CITY_13:0 "TEMPLATE_LIST_PLANET_NAME_CITY_13"
TEMPLATE_LIST_PLANET_NAME_CITY_14:0 "TEMPLATE_LIST_PLANET_NAME_CITY_14"
TEMPLATE_LIST_PLANET_NAME_CITY_15:0 "TEMPLATE_LIST_PLANET_NAME_CITY_15"
TEMPLATE_LIST_PLANET_NAME_CITY_16:0 "TEMPLATE_LIST_PLANET_NAME_CITY_16"
TEMPLATE_LIST_PLANET_NAME_CITY_17:0 "TEMPLATE_LIST_PLANET_NAME_CITY_17"
TEMPLATE_LIST_PLANET_NAME_CITY_18:0 "TEMPLATE_LIST_PLANET_NAME_CITY_18"
TEMPLATE_LIST_PLANET_NAME_CITY_19:0 "TEMPLATE_LIST_PLANET_NAME_CITY_19"
TEMPLATE_LIST_PLANET_NAME_CITY_20:0 "TEMPLATE_LIST_PLANET_NAME_CITY_20"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_01:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_01"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_02:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_02"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_03:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_03"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_04:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_04"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_05:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_05"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_06:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_06"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_07:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_07"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_08:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_08"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_09:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_09"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_10:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_10"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_11:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_11"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_12:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_12"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_13:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_13"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_14:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_14"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_15:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_15"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_16:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_16"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_17:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_17"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_18:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_18"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_19:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_19"
TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_20:0 "TEMPLATE_LIST_PLANET_NAME_CLOUDLESS_GAS_GIANT_20"
TEMPLATE_LIST_PLANET_NAME_COASTAL_01:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_01"
TEMPLATE_LIST_PLANET_NAME_COASTAL_02:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_02"
TEMPLATE_LIST_PLANET_NAME_COASTAL_03:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_03"
TEMPLATE_LIST_PLANET_NAME_COASTAL_04:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_04"
TEMPLATE_LIST_PLANET_NAME_COASTAL_05:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_05"
TEMPLATE_LIST_PLANET_NAME_COASTAL_06:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_06"
TEMPLATE_LIST_PLANET_NAME_COASTAL_07:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_07"
TEMPLATE_LIST_PLANET_NAME_COASTAL_08:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_08"
TEMPLATE_LIST_PLANET_NAME_COASTAL_09:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_09"
TEMPLATE_LIST_PLANET_NAME_COASTAL_10:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_10"
TEMPLATE_LIST_PLANET_NAME_COASTAL_11:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_11"
TEMPLATE_LIST_PLANET_NAME_COASTAL_12:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_12"
TEMPLATE_LIST_PLANET_NAME_COASTAL_13:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_13"
TEMPLATE_LIST_PLANET_NAME_COASTAL_14:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_14"
TEMPLATE_LIST_PLANET_NAME_COASTAL_15:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_15"
TEMPLATE_LIST_PLANET_NAME_COASTAL_16:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_16"
TEMPLATE_LIST_PLANET_NAME_COASTAL_17:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_17"
TEMPLATE_LIST_PLANET_NAME_COASTAL_18:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_18"
TEMPLATE_LIST_PLANET_NAME_COASTAL_19:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_19"
TEMPLATE_LIST_PLANET_NAME_COASTAL_20:0 "TEMPLATE_LIST_PLANET_NAME_COASTAL_20"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_01:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_01"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_02:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_02"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_03:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_03"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_04:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_04"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_05:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_05"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_06:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_06"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_07:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_07"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_08:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_08"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_09:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_09"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_10:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_10"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_11:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_11"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_12:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_12"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_13:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_13"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_14:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_14"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_15:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_15"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_16:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_16"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_17:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_17"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_18:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_18"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_19:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_19"
TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_20:0 "TEMPLATE_LIST_PLANET_NAME_COLD_CAVE_20"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_01:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_01"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_02:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_02"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_03:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_03"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_04:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_04"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_05:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_05"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_06:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_06"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_07:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_07"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_08:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_08"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_09:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_09"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_10:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_10"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_11:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_11"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_12:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_12"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_13:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_13"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_14:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_14"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_15:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_15"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_16:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_16"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_17:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_17"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_18:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_18"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_19:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_19"
TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_20:0 "TEMPLATE_LIST_PLANET_NAME_COLD_DESERT_20"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_01:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_01"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_02:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_02"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_03:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_03"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_04:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_04"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_05:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_05"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_06:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_06"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_07:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_07"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_08:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_08"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_09:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_09"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_10:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_10"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_11:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_11"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_12:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_12"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_13:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_13"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_14:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_14"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_15:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_15"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_16:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_16"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_17:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_17"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_18:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_18"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_19:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_19"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_20:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_20"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_01:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_01"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_02:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_02"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_03:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_03"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_04:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_04"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_05:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_05"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_06:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_06"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_07:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_07"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_08:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_08"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_09:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_09"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_10:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_10"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_11:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_11"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_12:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_12"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_13:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_13"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_14:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_14"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_15:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_15"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_16:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_16"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_17:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_17"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_18:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_18"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_19:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_19"
TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_20:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAIA_TIDALLY_LOCKED_20"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_01:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_01"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_02:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_02"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_03:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_03"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_04:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_04"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_05:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_05"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_06:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_06"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_07:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_07"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_08:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_08"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_09:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_09"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_10:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_10"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_11:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_11"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_12:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_12"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_13:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_13"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_14:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_14"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_15:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_15"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_16:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_16"
TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_17:0 "TEMPLATE_LIST_PLANET_NAME_COLD_GAS_GIANT_17"
