l_english:

CUSTODII:0 "CUSTODII"
CUSTODII_PLANET_NAME_BOG_17:0 "CUSTODII_PLANET_NAME_BOG_17"
CUSTODII_PLANET_NAME_BOG_18:0 "CUSTODII_PLANET_NAME_BOG_18"
CUSTODII_PLANET_NAME_BOG_19:0 "CUSTODII_PLANET_NAME_BOG_19"
CUSTODII_PLANET_NAME_BOG_20:0 "CUSTODII_PLANET_NAME_BOG_20"
CUSTODII_PLANET_NAME_BOREAL_01:0 "CUSTODII_PLANET_NAME_BOREAL_01"
CUSTODII_PLANET_NAME_BOREAL_02:0 "CUSTODII_PLANET_NAME_BOREAL_02"
CUSTODII_PLANET_NAME_BOREAL_03:0 "CUSTODII_PLANET_NAME_BOREAL_03"
CUSTODII_PLANET_NAME_BOREAL_04:0 "CUSTODII_PLANET_NAME_BOREAL_04"
CUSTODII_PLANET_NAME_BOREAL_05:0 "CUSTODII_PLANET_NAME_BOREAL_05"
CUSTODII_PLANET_NAME_BOREAL_06:0 "CUSTODII_PLANET_NAME_BOREAL_06"
CUSTODII_PLANET_NAME_BOREAL_07:0 "CUSTODII_PLANET_NAME_BOREAL_07"
CUSTODII_PLANET_NAME_BOREAL_08:0 "CUSTODII_PLANET_NAME_BOREAL_08"
CUSTODII_PLANET_NAME_BOREAL_09:0 "CUSTODII_PLANET_NAME_BOREAL_09"
CUSTODII_PLANET_NAME_BOREAL_10:0 "CUSTODII_PLANET_NAME_BOREAL_10"
CUSTODII_PLANET_NAME_BOREAL_11:0 "CUSTODII_PLANET_NAME_BOREAL_11"
CUSTODII_PLANET_NAME_BOREAL_12:0 "CUSTODII_PLANET_NAME_BOREAL_12"
CUSTODII_PLANET_NAME_BOREAL_13:0 "CUSTODII_PLANET_NAME_BOREAL_13"
CUSTODII_PLANET_NAME_BOREAL_14:0 "CUSTODII_PLANET_NAME_BOREAL_14"
CUSTODII_PLANET_NAME_BOREAL_15:0 "CUSTODII_PLANET_NAME_BOREAL_15"
CUSTODII_PLANET_NAME_BOREAL_16:0 "CUSTODII_PLANET_NAME_BOREAL_16"
CUSTODII_PLANET_NAME_BOREAL_17:0 "CUSTODII_PLANET_NAME_BOREAL_17"
CUSTODII_PLANET_NAME_BOREAL_18:0 "CUSTODII_PLANET_NAME_BOREAL_18"
CUSTODII_PLANET_NAME_BOREAL_19:0 "CUSTODII_PLANET_NAME_BOREAL_19"
CUSTODII_PLANET_NAME_BOREAL_20:0 "CUSTODII_PLANET_NAME_BOREAL_20"
CUSTODII_PLANET_NAME_CACTUS_01:0 "CUSTODII_PLANET_NAME_CACTUS_01"
CUSTODII_PLANET_NAME_CACTUS_02:0 "CUSTODII_PLANET_NAME_CACTUS_02"
CUSTODII_PLANET_NAME_CACTUS_03:0 "CUSTODII_PLANET_NAME_CACTUS_03"
CUSTODII_PLANET_NAME_CACTUS_04:0 "CUSTODII_PLANET_NAME_CACTUS_04"
CUSTODII_PLANET_NAME_CACTUS_05:0 "CUSTODII_PLANET_NAME_CACTUS_05"
CUSTODII_PLANET_NAME_CACTUS_06:0 "CUSTODII_PLANET_NAME_CACTUS_06"
CUSTODII_PLANET_NAME_CACTUS_07:0 "CUSTODII_PLANET_NAME_CACTUS_07"
CUSTODII_PLANET_NAME_CACTUS_08:0 "CUSTODII_PLANET_NAME_CACTUS_08"
CUSTODII_PLANET_NAME_CACTUS_09:0 "CUSTODII_PLANET_NAME_CACTUS_09"
CUSTODII_PLANET_NAME_CACTUS_10:0 "CUSTODII_PLANET_NAME_CACTUS_10"
CUSTODII_PLANET_NAME_CACTUS_11:0 "CUSTODII_PLANET_NAME_CACTUS_11"
CUSTODII_PLANET_NAME_CACTUS_12:0 "CUSTODII_PLANET_NAME_CACTUS_12"
CUSTODII_PLANET_NAME_CACTUS_13:0 "CUSTODII_PLANET_NAME_CACTUS_13"
CUSTODII_PLANET_NAME_CACTUS_14:0 "CUSTODII_PLANET_NAME_CACTUS_14"
CUSTODII_PLANET_NAME_CACTUS_15:0 "CUSTODII_PLANET_NAME_CACTUS_15"
CUSTODII_PLANET_NAME_CACTUS_16:0 "CUSTODII_PLANET_NAME_CACTUS_16"
CUSTODII_PLANET_NAME_CACTUS_17:0 "CUSTODII_PLANET_NAME_CACTUS_17"
CUSTODII_PLANET_NAME_CACTUS_18:0 "CUSTODII_PLANET_NAME_CACTUS_18"
CUSTODII_PLANET_NAME_CACTUS_19:0 "CUSTODII_PLANET_NAME_CACTUS_19"
CUSTODII_PLANET_NAME_CACTUS_20:0 "CUSTODII_PLANET_NAME_CACTUS_20"
CUSTODII_PLANET_NAME_CALCITE_01:0 "CUSTODII_PLANET_NAME_CALCITE_01"
CUSTODII_PLANET_NAME_CALCITE_02:0 "CUSTODII_PLANET_NAME_CALCITE_02"
CUSTODII_PLANET_NAME_CALCITE_03:0 "CUSTODII_PLANET_NAME_CALCITE_03"
CUSTODII_PLANET_NAME_CALCITE_04:0 "CUSTODII_PLANET_NAME_CALCITE_04"
CUSTODII_PLANET_NAME_CALCITE_05:0 "CUSTODII_PLANET_NAME_CALCITE_05"
CUSTODII_PLANET_NAME_CALCITE_06:0 "CUSTODII_PLANET_NAME_CALCITE_06"
CUSTODII_PLANET_NAME_CALCITE_07:0 "CUSTODII_PLANET_NAME_CALCITE_07"
CUSTODII_PLANET_NAME_CALCITE_08:0 "CUSTODII_PLANET_NAME_CALCITE_08"
CUSTODII_PLANET_NAME_CALCITE_09:0 "CUSTODII_PLANET_NAME_CALCITE_09"
CUSTODII_PLANET_NAME_CALCITE_10:0 "CUSTODII_PLANET_NAME_CALCITE_10"
CUSTODII_PLANET_NAME_CALCITE_11:0 "CUSTODII_PLANET_NAME_CALCITE_11"
CUSTODII_PLANET_NAME_CALCITE_12:0 "CUSTODII_PLANET_NAME_CALCITE_12"
CUSTODII_PLANET_NAME_CALCITE_13:0 "CUSTODII_PLANET_NAME_CALCITE_13"
CUSTODII_PLANET_NAME_CALCITE_14:0 "CUSTODII_PLANET_NAME_CALCITE_14"
CUSTODII_PLANET_NAME_CALCITE_15:0 "CUSTODII_PLANET_NAME_CALCITE_15"
CUSTODII_PLANET_NAME_CALCITE_16:0 "CUSTODII_PLANET_NAME_CALCITE_16"
CUSTODII_PLANET_NAME_CALCITE_17:0 "CUSTODII_PLANET_NAME_CALCITE_17"
CUSTODII_PLANET_NAME_CALCITE_18:0 "CUSTODII_PLANET_NAME_CALCITE_18"
CUSTODII_PLANET_NAME_CALCITE_19:0 "CUSTODII_PLANET_NAME_CALCITE_19"
CUSTODII_PLANET_NAME_CALCITE_20:0 "CUSTODII_PLANET_NAME_CALCITE_20"
CUSTODII_PLANET_NAME_CARBON_01:0 "CUSTODII_PLANET_NAME_CARBON_01"
CUSTODII_PLANET_NAME_CARBON_02:0 "CUSTODII_PLANET_NAME_CARBON_02"
CUSTODII_PLANET_NAME_CARBON_03:0 "CUSTODII_PLANET_NAME_CARBON_03"
CUSTODII_PLANET_NAME_CARBON_04:0 "CUSTODII_PLANET_NAME_CARBON_04"
CUSTODII_PLANET_NAME_CARBON_05:0 "CUSTODII_PLANET_NAME_CARBON_05"
CUSTODII_PLANET_NAME_CARBON_06:0 "CUSTODII_PLANET_NAME_CARBON_06"
CUSTODII_PLANET_NAME_CARBON_07:0 "CUSTODII_PLANET_NAME_CARBON_07"
CUSTODII_PLANET_NAME_CARBON_08:0 "CUSTODII_PLANET_NAME_CARBON_08"
CUSTODII_PLANET_NAME_CARBON_09:0 "CUSTODII_PLANET_NAME_CARBON_09"
CUSTODII_PLANET_NAME_CARBON_10:0 "CUSTODII_PLANET_NAME_CARBON_10"
CUSTODII_PLANET_NAME_CARBON_11:0 "CUSTODII_PLANET_NAME_CARBON_11"
CUSTODII_PLANET_NAME_CARBON_12:0 "CUSTODII_PLANET_NAME_CARBON_12"
CUSTODII_PLANET_NAME_CARBON_13:0 "CUSTODII_PLANET_NAME_CARBON_13"
CUSTODII_PLANET_NAME_CARBON_14:0 "CUSTODII_PLANET_NAME_CARBON_14"
CUSTODII_PLANET_NAME_CARBON_15:0 "CUSTODII_PLANET_NAME_CARBON_15"
CUSTODII_PLANET_NAME_CARBON_16:0 "CUSTODII_PLANET_NAME_CARBON_16"
CUSTODII_PLANET_NAME_CARBON_17:0 "CUSTODII_PLANET_NAME_CARBON_17"
CUSTODII_PLANET_NAME_CARBON_18:0 "CUSTODII_PLANET_NAME_CARBON_18"
CUSTODII_PLANET_NAME_CARBON_19:0 "CUSTODII_PLANET_NAME_CARBON_19"
CUSTODII_PLANET_NAME_CARBON_20:0 "CUSTODII_PLANET_NAME_CARBON_20"
CUSTODII_PLANET_NAME_CASCADIAN_01:0 "CUSTODII_PLANET_NAME_CASCADIAN_01"
CUSTODII_PLANET_NAME_CASCADIAN_02:0 "CUSTODII_PLANET_NAME_CASCADIAN_02"
CUSTODII_PLANET_NAME_CASCADIAN_03:0 "CUSTODII_PLANET_NAME_CASCADIAN_03"
CUSTODII_PLANET_NAME_CASCADIAN_04:0 "CUSTODII_PLANET_NAME_CASCADIAN_04"
CUSTODII_PLANET_NAME_CASCADIAN_05:0 "CUSTODII_PLANET_NAME_CASCADIAN_05"
CUSTODII_PLANET_NAME_CASCADIAN_06:0 "CUSTODII_PLANET_NAME_CASCADIAN_06"
CUSTODII_PLANET_NAME_CASCADIAN_07:0 "CUSTODII_PLANET_NAME_CASCADIAN_07"
CUSTODII_PLANET_NAME_CASCADIAN_08:0 "CUSTODII_PLANET_NAME_CASCADIAN_08"
CUSTODII_PLANET_NAME_CASCADIAN_09:0 "CUSTODII_PLANET_NAME_CASCADIAN_09"
CUSTODII_PLANET_NAME_CASCADIAN_10:0 "CUSTODII_PLANET_NAME_CASCADIAN_10"
CUSTODII_PLANET_NAME_CASCADIAN_11:0 "CUSTODII_PLANET_NAME_CASCADIAN_11"
CUSTODII_PLANET_NAME_CASCADIAN_12:0 "CUSTODII_PLANET_NAME_CASCADIAN_12"
CUSTODII_PLANET_NAME_CASCADIAN_13:0 "CUSTODII_PLANET_NAME_CASCADIAN_13"
CUSTODII_PLANET_NAME_CASCADIAN_14:0 "CUSTODII_PLANET_NAME_CASCADIAN_14"
CUSTODII_PLANET_NAME_CASCADIAN_15:0 "CUSTODII_PLANET_NAME_CASCADIAN_15"
CUSTODII_PLANET_NAME_CASCADIAN_16:0 "CUSTODII_PLANET_NAME_CASCADIAN_16"
CUSTODII_PLANET_NAME_CASCADIAN_17:0 "CUSTODII_PLANET_NAME_CASCADIAN_17"
CUSTODII_PLANET_NAME_CASCADIAN_18:0 "CUSTODII_PLANET_NAME_CASCADIAN_18"
CUSTODII_PLANET_NAME_CASCADIAN_19:0 "CUSTODII_PLANET_NAME_CASCADIAN_19"
CUSTODII_PLANET_NAME_CASCADIAN_20:0 "CUSTODII_PLANET_NAME_CASCADIAN_20"
CUSTODII_PLANET_NAME_CENOTE_01:0 "CUSTODII_PLANET_NAME_CENOTE_01"
CUSTODII_PLANET_NAME_CENOTE_02:0 "CUSTODII_PLANET_NAME_CENOTE_02"
CUSTODII_PLANET_NAME_CENOTE_03:0 "CUSTODII_PLANET_NAME_CENOTE_03"
CUSTODII_PLANET_NAME_CENOTE_04:0 "CUSTODII_PLANET_NAME_CENOTE_04"
CUSTODII_PLANET_NAME_CENOTE_05:0 "CUSTODII_PLANET_NAME_CENOTE_05"
CUSTODII_PLANET_NAME_CENOTE_06:0 "CUSTODII_PLANET_NAME_CENOTE_06"
CUSTODII_PLANET_NAME_CENOTE_07:0 "CUSTODII_PLANET_NAME_CENOTE_07"
CUSTODII_PLANET_NAME_CENOTE_08:0 "CUSTODII_PLANET_NAME_CENOTE_08"
CUSTODII_PLANET_NAME_CENOTE_09:0 "CUSTODII_PLANET_NAME_CENOTE_09"
CUSTODII_PLANET_NAME_CENOTE_10:0 "CUSTODII_PLANET_NAME_CENOTE_10"
CUSTODII_PLANET_NAME_CENOTE_11:0 "CUSTODII_PLANET_NAME_CENOTE_11"
CUSTODII_PLANET_NAME_CENOTE_12:0 "CUSTODII_PLANET_NAME_CENOTE_12"
CUSTODII_PLANET_NAME_CENOTE_13:0 "CUSTODII_PLANET_NAME_CENOTE_13"
CUSTODII_PLANET_NAME_CENOTE_14:0 "CUSTODII_PLANET_NAME_CENOTE_14"
CUSTODII_PLANET_NAME_CENOTE_15:0 "CUSTODII_PLANET_NAME_CENOTE_15"
CUSTODII_PLANET_NAME_CENOTE_16:0 "CUSTODII_PLANET_NAME_CENOTE_16"
CUSTODII_PLANET_NAME_CENOTE_17:0 "CUSTODII_PLANET_NAME_CENOTE_17"
CUSTODII_PLANET_NAME_CENOTE_18:0 "CUSTODII_PLANET_NAME_CENOTE_18"
CUSTODII_PLANET_NAME_CENOTE_19:0 "CUSTODII_PLANET_NAME_CENOTE_19"
CUSTODII_PLANET_NAME_CENOTE_20:0 "CUSTODII_PLANET_NAME_CENOTE_20"
CUSTODII_PLANET_NAME_CHTHONIAN_01:0 "CUSTODII_PLANET_NAME_CHTHONIAN_01"
CUSTODII_PLANET_NAME_CHTHONIAN_02:0 "CUSTODII_PLANET_NAME_CHTHONIAN_02"
CUSTODII_PLANET_NAME_CHTHONIAN_03:0 "CUSTODII_PLANET_NAME_CHTHONIAN_03"
CUSTODII_PLANET_NAME_CHTHONIAN_04:0 "CUSTODII_PLANET_NAME_CHTHONIAN_04"
CUSTODII_PLANET_NAME_CHTHONIAN_05:0 "CUSTODII_PLANET_NAME_CHTHONIAN_05"
CUSTODII_PLANET_NAME_CHTHONIAN_06:0 "CUSTODII_PLANET_NAME_CHTHONIAN_06"
CUSTODII_PLANET_NAME_CHTHONIAN_07:0 "CUSTODII_PLANET_NAME_CHTHONIAN_07"
CUSTODII_PLANET_NAME_CHTHONIAN_08:0 "CUSTODII_PLANET_NAME_CHTHONIAN_08"
CUSTODII_PLANET_NAME_CHTHONIAN_09:0 "CUSTODII_PLANET_NAME_CHTHONIAN_09"
CUSTODII_PLANET_NAME_CHTHONIAN_10:0 "CUSTODII_PLANET_NAME_CHTHONIAN_10"
CUSTODII_PLANET_NAME_CHTHONIAN_11:0 "CUSTODII_PLANET_NAME_CHTHONIAN_11"
CUSTODII_PLANET_NAME_CHTHONIAN_12:0 "CUSTODII_PLANET_NAME_CHTHONIAN_12"
CUSTODII_PLANET_NAME_CHTHONIAN_13:0 "CUSTODII_PLANET_NAME_CHTHONIAN_13"
CUSTODII_PLANET_NAME_CHTHONIAN_14:0 "CUSTODII_PLANET_NAME_CHTHONIAN_14"
CUSTODII_PLANET_NAME_CHTHONIAN_15:0 "CUSTODII_PLANET_NAME_CHTHONIAN_15"
CUSTODII_PLANET_NAME_CHTHONIAN_16:0 "CUSTODII_PLANET_NAME_CHTHONIAN_16"
CUSTODII_PLANET_NAME_CHTHONIAN_17:0 "CUSTODII_PLANET_NAME_CHTHONIAN_17"
CUSTODII_PLANET_NAME_CHTHONIAN_18:0 "CUSTODII_PLANET_NAME_CHTHONIAN_18"
CUSTODII_PLANET_NAME_CHTHONIAN_19:0 "CUSTODII_PLANET_NAME_CHTHONIAN_19"
CUSTODII_PLANET_NAME_CHTHONIAN_20:0 "CUSTODII_PLANET_NAME_CHTHONIAN_20"
CUSTODII_PLANET_NAME_CITY_01:0 "CUSTODII_PLANET_NAME_CITY_01"
CUSTODII_PLANET_NAME_CITY_02:0 "CUSTODII_PLANET_NAME_CITY_02"
CUSTODII_PLANET_NAME_CITY_03:0 "CUSTODII_PLANET_NAME_CITY_03"
CUSTODII_PLANET_NAME_CITY_04:0 "CUSTODII_PLANET_NAME_CITY_04"
CUSTODII_PLANET_NAME_CITY_05:0 "CUSTODII_PLANET_NAME_CITY_05"
CUSTODII_PLANET_NAME_CITY_06:0 "CUSTODII_PLANET_NAME_CITY_06"
CUSTODII_PLANET_NAME_CITY_07:0 "CUSTODII_PLANET_NAME_CITY_07"
CUSTODII_PLANET_NAME_CITY_08:0 "CUSTODII_PLANET_NAME_CITY_08"
CUSTODII_PLANET_NAME_CITY_09:0 "CUSTODII_PLANET_NAME_CITY_09"
CUSTODII_PLANET_NAME_CITY_10:0 "CUSTODII_PLANET_NAME_CITY_10"
CUSTODII_PLANET_NAME_CITY_11:0 "CUSTODII_PLANET_NAME_CITY_11"
CUSTODII_PLANET_NAME_CITY_12:0 "CUSTODII_PLANET_NAME_CITY_12"
CUSTODII_PLANET_NAME_CITY_13:0 "CUSTODII_PLANET_NAME_CITY_13"
CUSTODII_PLANET_NAME_CITY_14:0 "CUSTODII_PLANET_NAME_CITY_14"
CUSTODII_PLANET_NAME_CITY_15:0 "CUSTODII_PLANET_NAME_CITY_15"
CUSTODII_PLANET_NAME_CITY_16:0 "CUSTODII_PLANET_NAME_CITY_16"
CUSTODII_PLANET_NAME_CITY_17:0 "CUSTODII_PLANET_NAME_CITY_17"
CUSTODII_PLANET_NAME_CITY_18:0 "CUSTODII_PLANET_NAME_CITY_18"
CUSTODII_PLANET_NAME_CITY_19:0 "CUSTODII_PLANET_NAME_CITY_19"
CUSTODII_PLANET_NAME_CITY_20:0 "CUSTODII_PLANET_NAME_CITY_20"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_01:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_01"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_02:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_02"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_03:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_03"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_04:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_04"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_05:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_05"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_06:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_06"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_07:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_07"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_08:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_08"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_09:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_09"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_10:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_10"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_11:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_11"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_12:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_12"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_13:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_13"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_14:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_14"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_15:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_15"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_16:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_16"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_17:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_17"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_18:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_18"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_19:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_19"
CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_20:0 "CUSTODII_PLANET_NAME_CLOUDLESS_GAS_GIANT_20"
CUSTODII_PLANET_NAME_COASTAL_01:0 "CUSTODII_PLANET_NAME_COASTAL_01"
CUSTODII_PLANET_NAME_COASTAL_02:0 "CUSTODII_PLANET_NAME_COASTAL_02"
CUSTODII_PLANET_NAME_COASTAL_03:0 "CUSTODII_PLANET_NAME_COASTAL_03"
CUSTODII_PLANET_NAME_COASTAL_04:0 "CUSTODII_PLANET_NAME_COASTAL_04"
CUSTODII_PLANET_NAME_COASTAL_05:0 "CUSTODII_PLANET_NAME_COASTAL_05"
CUSTODII_PLANET_NAME_COASTAL_06:0 "CUSTODII_PLANET_NAME_COASTAL_06"
CUSTODII_PLANET_NAME_COASTAL_07:0 "CUSTODII_PLANET_NAME_COASTAL_07"
CUSTODII_PLANET_NAME_COASTAL_08:0 "CUSTODII_PLANET_NAME_COASTAL_08"
CUSTODII_PLANET_NAME_COASTAL_09:0 "CUSTODII_PLANET_NAME_COASTAL_09"
CUSTODII_PLANET_NAME_COASTAL_10:0 "CUSTODII_PLANET_NAME_COASTAL_10"
CUSTODII_PLANET_NAME_COASTAL_11:0 "CUSTODII_PLANET_NAME_COASTAL_11"
CUSTODII_PLANET_NAME_COASTAL_12:0 "CUSTODII_PLANET_NAME_COASTAL_12"
CUSTODII_PLANET_NAME_COASTAL_13:0 "CUSTODII_PLANET_NAME_COASTAL_13"
CUSTODII_PLANET_NAME_COASTAL_14:0 "CUSTODII_PLANET_NAME_COASTAL_14"
CUSTODII_PLANET_NAME_COASTAL_15:0 "CUSTODII_PLANET_NAME_COASTAL_15"
CUSTODII_PLANET_NAME_COASTAL_16:0 "CUSTODII_PLANET_NAME_COASTAL_16"
CUSTODII_PLANET_NAME_COASTAL_17:0 "CUSTODII_PLANET_NAME_COASTAL_17"
CUSTODII_PLANET_NAME_COASTAL_18:0 "CUSTODII_PLANET_NAME_COASTAL_18"
CUSTODII_PLANET_NAME_COASTAL_19:0 "CUSTODII_PLANET_NAME_COASTAL_19"
CUSTODII_PLANET_NAME_COASTAL_20:0 "CUSTODII_PLANET_NAME_COASTAL_20"
CUSTODII_PLANET_NAME_COLD_CAVE_01:0 "CUSTODII_PLANET_NAME_COLD_CAVE_01"
CUSTODII_PLANET_NAME_COLD_CAVE_02:0 "CUSTODII_PLANET_NAME_COLD_CAVE_02"
CUSTODII_PLANET_NAME_COLD_CAVE_03:0 "CUSTODII_PLANET_NAME_COLD_CAVE_03"
CUSTODII_PLANET_NAME_COLD_CAVE_04:0 "CUSTODII_PLANET_NAME_COLD_CAVE_04"
CUSTODII_PLANET_NAME_COLD_CAVE_05:0 "CUSTODII_PLANET_NAME_COLD_CAVE_05"
CUSTODII_PLANET_NAME_COLD_CAVE_06:0 "CUSTODII_PLANET_NAME_COLD_CAVE_06"
CUSTODII_PLANET_NAME_COLD_CAVE_07:0 "CUSTODII_PLANET_NAME_COLD_CAVE_07"
CUSTODII_PLANET_NAME_COLD_CAVE_08:0 "CUSTODII_PLANET_NAME_COLD_CAVE_08"
CUSTODII_PLANET_NAME_COLD_CAVE_09:0 "CUSTODII_PLANET_NAME_COLD_CAVE_09"
CUSTODII_PLANET_NAME_COLD_CAVE_10:0 "CUSTODII_PLANET_NAME_COLD_CAVE_10"
CUSTODII_PLANET_NAME_COLD_CAVE_11:0 "CUSTODII_PLANET_NAME_COLD_CAVE_11"
CUSTODII_PLANET_NAME_COLD_CAVE_12:0 "CUSTODII_PLANET_NAME_COLD_CAVE_12"
CUSTODII_PLANET_NAME_COLD_CAVE_13:0 "CUSTODII_PLANET_NAME_COLD_CAVE_13"
CUSTODII_PLANET_NAME_COLD_CAVE_14:0 "CUSTODII_PLANET_NAME_COLD_CAVE_14"
CUSTODII_PLANET_NAME_COLD_CAVE_15:0 "CUSTODII_PLANET_NAME_COLD_CAVE_15"
CUSTODII_PLANET_NAME_COLD_CAVE_16:0 "CUSTODII_PLANET_NAME_COLD_CAVE_16"
CUSTODII_PLANET_NAME_COLD_CAVE_17:0 "CUSTODII_PLANET_NAME_COLD_CAVE_17"
CUSTODII_PLANET_NAME_COLD_CAVE_18:0 "CUSTODII_PLANET_NAME_COLD_CAVE_18"
CUSTODII_PLANET_NAME_COLD_CAVE_19:0 "CUSTODII_PLANET_NAME_COLD_CAVE_19"
CUSTODII_PLANET_NAME_COLD_CAVE_20:0 "CUSTODII_PLANET_NAME_COLD_CAVE_20"
CUSTODII_PLANET_NAME_COLD_DESERT_01:0 "CUSTODII_PLANET_NAME_COLD_DESERT_01"
CUSTODII_PLANET_NAME_COLD_DESERT_02:0 "CUSTODII_PLANET_NAME_COLD_DESERT_02"
CUSTODII_PLANET_NAME_COLD_DESERT_03:0 "CUSTODII_PLANET_NAME_COLD_DESERT_03"
CUSTODII_PLANET_NAME_COLD_DESERT_04:0 "CUSTODII_PLANET_NAME_COLD_DESERT_04"
CUSTODII_PLANET_NAME_COLD_DESERT_05:0 "CUSTODII_PLANET_NAME_COLD_DESERT_05"
CUSTODII_PLANET_NAME_COLD_DESERT_06:0 "CUSTODII_PLANET_NAME_COLD_DESERT_06"
CUSTODII_PLANET_NAME_COLD_DESERT_07:0 "CUSTODII_PLANET_NAME_COLD_DESERT_07"
CUSTODII_PLANET_NAME_COLD_DESERT_08:0 "CUSTODII_PLANET_NAME_COLD_DESERT_08"
CUSTODII_PLANET_NAME_COLD_DESERT_09:0 "CUSTODII_PLANET_NAME_COLD_DESERT_09"
CUSTODII_PLANET_NAME_COLD_DESERT_10:0 "CUSTODII_PLANET_NAME_COLD_DESERT_10"
CUSTODII_PLANET_NAME_COLD_DESERT_11:0 "CUSTODII_PLANET_NAME_COLD_DESERT_11"
CUSTODII_PLANET_NAME_COLD_DESERT_12:0 "CUSTODII_PLANET_NAME_COLD_DESERT_12"
CUSTODII_PLANET_NAME_COLD_DESERT_13:0 "CUSTODII_PLANET_NAME_COLD_DESERT_13"
CUSTODII_PLANET_NAME_COLD_DESERT_14:0 "CUSTODII_PLANET_NAME_COLD_DESERT_14"
CUSTODII_PLANET_NAME_COLD_DESERT_15:0 "CUSTODII_PLANET_NAME_COLD_DESERT_15"
CUSTODII_PLANET_NAME_COLD_DESERT_16:0 "CUSTODII_PLANET_NAME_COLD_DESERT_16"
CUSTODII_PLANET_NAME_COLD_DESERT_17:0 "CUSTODII_PLANET_NAME_COLD_DESERT_17"
CUSTODII_PLANET_NAME_COLD_DESERT_18:0 "CUSTODII_PLANET_NAME_COLD_DESERT_18"
CUSTODII_PLANET_NAME_COLD_DESERT_19:0 "CUSTODII_PLANET_NAME_COLD_DESERT_19"
CUSTODII_PLANET_NAME_COLD_DESERT_20:0 "CUSTODII_PLANET_NAME_COLD_DESERT_20"
CUSTODII_PLANET_NAME_COLD_GAIA_01:0 "CUSTODII_PLANET_NAME_COLD_GAIA_01"
CUSTODII_PLANET_NAME_COLD_GAIA_02:0 "CUSTODII_PLANET_NAME_COLD_GAIA_02"
CUSTODII_PLANET_NAME_COLD_GAIA_03:0 "CUSTODII_PLANET_NAME_COLD_GAIA_03"
CUSTODII_PLANET_NAME_COLD_GAIA_04:0 "CUSTODII_PLANET_NAME_COLD_GAIA_04"
CUSTODII_PLANET_NAME_COLD_GAIA_05:0 "CUSTODII_PLANET_NAME_COLD_GAIA_05"
CUSTODII_PLANET_NAME_COLD_GAIA_06:0 "CUSTODII_PLANET_NAME_COLD_GAIA_06"
CUSTODII_PLANET_NAME_COLD_GAIA_07:0 "CUSTODII_PLANET_NAME_COLD_GAIA_07"
CUSTODII_PLANET_NAME_COLD_GAIA_08:0 "CUSTODII_PLANET_NAME_COLD_GAIA_08"
